"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
329000,1614,0.062,3,2,2008,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",17,"No"
469100,1475,0.5694,4,3,1969,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",56,"Yes"
842200,2419,4.267,3,3,2013,"Ivy","Henley","Western Albemarle","110","Average","Central Air",12,"No"
276200,1115,0.2358,3,2,1972,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",53,"No"
283000,1561,1.411,3,2,1913,"Scottsville","Walton","Monticello","114","Average","No Central Air",112,"Yes"
1704300,3779,9.158,5,3,1963,"Ivy","Henley","Western Albemarle","110","Average","Central Air",62,"Yes"
253500,1200,0.12,3,1,1981,"Mountain View","Burley","Monticello","113.03","Average","Central Air",44,"No"
358300,1674,0.242,3,2,1992,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",33,"No"
666200,2794,5.003,3,3,2022,"Scottsville","Walton","Monticello","113.01","Average","Central Air",3,"Yes"
450500,2176,0.595,3,2,1962,"Agnor","Journey","Albemarle","106.03","Average","Central Air",63,"Yes"
689700,2383,2.417,4,3,2004,"Ivy","Henley","Western Albemarle","110","Average","Central Air",21,"Yes"
733000,3360,1.261,4,3,1983,"Stone-Robinson","Burley","Monticello","105.01","Average","Central Air",42,"Yes"
874900,4071,0.505,5,3,2016,"Stony Point","Burley","Monticello","105.01","Average","Central Air",9,"Yes"
1075100,3627,0.536,5,4,2006,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",19,"Yes"
559200,2078,0.4389,3,2,1972,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",53,"Yes"
261900,2360,10.85,3,2,1911,"Red Hill","Walton","Monticello","114","Average","Central Air",114,"Yes"
770300,3434,0.459,5,5,2005,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",20,"Yes"
436100,1584,0.064,3,2,2018,"Mountain View","Walton","Monticello","113.03","Average","Central Air",7,"No"
158800,1456,2,3,2,1987,"Stone-Robinson","Walton","Monticello","104.02","Average","Central Air",38,"No"
525100,2452,0.426,4,2,2001,"Mountain View","Burley","Monticello","112.02","Average","Central Air",24,"Yes"
326500,1582,0.074,3,2,2002,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",23,"Yes"
847100,2774,0.114,5,4,2023,"Mountain View","Walton","Monticello","113.03","Average","Central Air",2,"Yes"
1017700,4197,2.469,4,4,1996,"Ivy","Henley","Western Albemarle","102.02","Average","Central Air",29,"Yes"
285500,1385,0,3,3,1975,"Agnor","Burley","Albemarle","106.02","Average","Central Air",50,"Yes"
1160700,3433,0.133,3,2,2014,"Murray","Henley","Western Albemarle","110","Average","Central Air",11,"Yes"
199800,920,3.04,3,2,1989,"Ivy","Henley","Western Albemarle","101","Average","Central Air",36,"No"
291800,1232,0,2,2,1983,"Agnor","Burley","Albemarle","106.02","Average","Central Air",42,"Yes"
285300,1199,0,2,2,1992,"Agnor","Journey","Albemarle","106.03","Average","Central Air",33,"No"
438800,1728,0.046,3,3,2013,"Mountain View","Walton","Monticello","113.03","Average","Central Air",12,"Yes"
661500,1942,27.703,3,2,1845,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",180,"Yes"
971500,4486,5.125,4,3,1997,"Murray","Henley","Western Albemarle","110","Average","Central Air",28,"Yes"
1262300,3862,19.8,4,4,2001,"Ivy","Henley","Western Albemarle","101","Average","Central Air",24,"Yes"
581900,2751,0.26,4,3,2007,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",18,"Yes"
278800,1212,0,2,2,1987,"Agnor","Burley","Albemarle","106.02","Average","Central Air",38,"Yes"
575500,2016,0.32,3,2,1998,"Agnor","Burley","Albemarle","106.02","Average","Central Air",27,"Yes"
587900,2160,0.156,4,3,2017,"Stony Point","Burley","Monticello","105.01","Average","Central Air",8,"Yes"
426000,2000,0.031,4,3,2024,"Mountain View","Burley","Monticello","113.02","Average","Central Air",1,"No"
318700,1352,3.14,3,2,2002,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",23,"Yes"
278700,1244,0.047,2,2,2004,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",21,"No"
371700,2103,0.043,3,2,2021,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",4,"No"
1597300,1860,105.67,4,2,1935,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",90,"Yes"
434200,1664,0.101,4,3,2012,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",13,"Yes"
871600,3576,0.459,6,4,2000,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",25,"Yes"
726800,3106,0.718,4,3,2010,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",15,"Yes"
315400,1338,2.73,3,1,1977,"Red Hill","Walton","Monticello","113.01","Average","Central Air",48,"Yes"
472300,1564,0.105,5,4,2019,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",6,"No"
400700,1480,0,3,3,2020,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",5,"No"
571500,2112,0.142,4,3,2013,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",12,"Yes"
703400,1846,2.12,3,3,1964,"Ivy","Henley","Western Albemarle","110","Average","Central Air",61,"Yes"
231800,1011,5.004,2,1,1754,"Stony Point","Burley","Monticello","105.01","Average","Central Air",271,"Yes"
239000,1008,2,3,1,1994,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",31,"No"
305600,1298,0,2,2,1990,"Mountain View","Walton","Monticello","113.03","Average","Central Air",35,"Yes"
255600,1144,5.315,3,2,2004,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",21,"Yes"
184700,912,5.89,1,1,1973,"Red Hill","Walton","Monticello","112.01","Average","No Central Air",52,"No"
698100,2234,2.875,4,3,1990,"Stony Point","Burley","Monticello","105.01","Average","Central Air",35,"Yes"
377000,1454,0.046,4,3,2013,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",12,"No"
288900,1371,0,3,1,1986,"Agnor","Journey","Albemarle","107.02","Average","Central Air",39,"Yes"
286400,1144,2.003,3,2,2003,"Red Hill","Walton","Monticello","112.01","Average","Central Air",22,"Yes"
555400,2524,0.292,4,2,1974,"Greer","Journey","Albemarle","108.01","Average","Central Air",51,"Yes"
406500,1236,0.381,3,2,1996,"Mountain View","Walton","Monticello","113.01","Average","Central Air",29,"Yes"
437700,1800,2.174,3,2,1981,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",44,"Yes"
457900,1800,0.084,3,2,2019,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",6,"Yes"
400500,1344,0.507,3,2,1995,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",30,"Yes"
735000,2604,0.473,4,4,1994,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",31,"Yes"
472400,2108,0.242,4,3,1986,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",39,"Yes"
471200,1451,5,3,2,1754,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",271,"Yes"
688900,2604,32.569,2,3,2003,"Red Hill","Walton","Monticello","114","Average","Central Air",22,"Yes"
323100,1444,1.156,4,2,1962,"Agnor","Burley","Albemarle","108.02","Average","No Central Air",63,"Yes"
197100,960,2,2,1,1976,"Red Hill","Walton","Monticello","114","Average","No Central Air",49,"No"
348400,1584,0.048,3,2,2010,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",15,"No"
588300,3234,0.325,3,3,1999,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",26,"Yes"
777100,3009,21,3,3,2022,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",3,"No"
639900,2516,0.332,4,2,2004,"Agnor","Burley","Albemarle","106.02","Average","Central Air",21,"Yes"
919200,2588,0.231,4,4,2023,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",2,"Yes"
508100,2202,0.92,4,3,1992,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",33,"Yes"
400300,1614,0.048,3,2,2009,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",16,"No"
368700,2332,2.163,3,3,1988,"Ivy","Henley","Western Albemarle","101","Average","No Central Air",37,"No"
682300,3142,0.527,4,2,2005,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",20,"Yes"
424800,1508,0.114,4,3,2010,"Mountain View","Burley","Monticello","113.02","Average","Central Air",15,"No"
724800,2166,26.31,3,2,1999,"Red Hill","Walton","Monticello","114","Average","Central Air",26,"Yes"
573500,2815,0.269,5,2,2005,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",20,"No"
531600,1354,3.124,4,2,1981,"Ivy","Henley","Western Albemarle","102.02","Average","Central Air",44,"Yes"
260500,1058,2,3,1,1992,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",33,"No"
508600,1920,2.007,3,3,1991,"Murray","Henley","Western Albemarle","110","Average","Central Air",34,"Yes"
450200,2018,0.053,4,3,2023,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",2,"No"
392500,2142,0.039,4,3,2012,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",13,"No"
376800,1455,0.3113,5,3,1965,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",60,"Yes"
591400,2773,0.227,3,2,1996,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",29,"Yes"
628400,1966,2.23,3,3,1985,"Ivy","Henley","Western Albemarle","110","Average","Central Air",40,"Yes"
457800,1846,0.067,3,2,2022,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",3,"No"
349500,1456,1.4731,3,2,2019,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",6,"No"
637900,1960,1.099,5,4,1993,"Murray","Henley","Western Albemarle","110","Average","Central Air",32,"Yes"
291600,1408,0,3,2,1984,"Agnor","Journey","Albemarle","107.02","Average","Central Air",41,"Yes"
555200,1781,0.145,2,2,2020,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",5,"No"
568100,2015,0,5,3,1965,"Greer","Journey","Albemarle","108.02","Average","Central Air",60,"Yes"
341700,1404,0.197,3,2,1980,"Agnor","Journey","Albemarle","107.02","Average","Central Air",45,"Yes"
952800,2186,5.14,3,3,2015,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",10,"Yes"
705500,3066,0.366,5,3,1996,"Agnor","Burley","Albemarle","106.02","Average","Central Air",29,"Yes"
260100,1412,1.8,3,2,1973,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",52,"No"
409000,1650,0.271,3,2,1979,"Greer","Journey","Albemarle","108.01","Average","Central Air",46,"Yes"
581700,1880,0.272,3,2,1990,"Murray","Henley","Western Albemarle","110","Average","Central Air",35,"Yes"
953500,3122,1.013,4,3,2007,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",18,"Yes"
839300,3335,0.55,4,3,1995,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",30,"Yes"
394600,1676,0,3,2,1983,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",42,"Yes"
702300,2184,21.21,4,3,2015,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",10,"No"
441100,1429,0,3,3,1969,"Greer","Journey","Albemarle","108.01","Average","Central Air",56,"Yes"
959600,1837,49.101,3,3,1982,"Broadus Wood","Journey","Albemarle","101","Average","No Central Air",43,"Yes"
177600,988,1,3,1,1965,"Scottsville","Walton","Monticello","113.01","Average","No Central Air",60,"No"
783100,2206,0.12,3,2,2023,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",2,"No"
560800,2415,2.28,3,2,2000,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",25,"Yes"
424300,1932,0.083,3,2,2013,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",12,"No"
471400,1978,0.089,3,2,2020,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",5,"No"
260400,1024,16.8,2,1,1975,"Crozet","Henley","Western Albemarle","101","Average","No Central Air",50,"Yes"
998000,4137,0.4,5,5,1994,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",31,"Yes"
449200,2248,2.3,4,2,1983,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",42,"Yes"
424700,2018,0.038,4,3,2023,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",2,"No"
6379000,6528,110.73,5,7,2022,"Greer","Journey","Albemarle","108.02","Average","Central Air",3,"Yes"
543200,2280,0.133,4,2,2008,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",17,"Yes"
761200,2810,0.162,5,4,2019,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",6,"Yes"
875400,3625,0.534,4,3,2000,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",25,"Yes"
216000,984,0.68,3,2,1971,"Murray","Henley","Western Albemarle","112.01","Average","Central Air",54,"Yes"
1718100,2194,141.007,3,1,1845,"Baker-Butler","Lakeside","Albemarle","103.03","Average","No Central Air",180,"Yes"
224200,960,2,3,1,1975,"Red Hill","Walton","Monticello","114","Average","No Central Air",50,"No"
402100,1774,2.07,3,2,1988,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",37,"Yes"
484500,2883,0.6919,4,3,1960,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",65,"No"
237400,1428,0,3,1,1971,"Agnor","Burley","Albemarle","107.02","Average","Central Air",54,"No"
1139900,2597,0,4,3,1983,"Murray","Henley","Western Albemarle","110","Average","Central Air",42,"Yes"
180600,848,0.57,2,1,1948,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",77,"No"
471600,2110,0.294,4,3,1999,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",26,"Yes"
618100,2316,0.08,4,3,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
1052400,4114,0.483,5,4,2009,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",16,"Yes"
429800,1540,0.039,3,2,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"Yes"
359800,1305,0,3,3,1958,"Agnor","Burley","Albemarle","107.02","Average","Central Air",67,"No"
896300,3318,0.54,3,4,1999,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",26,"Yes"
676200,3083,0.155,3,3,2014,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",11,"Yes"
480300,1976,4.427,4,3,1990,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",35,"Yes"
740700,1761,5.41,4,3,1999,"Murray","Henley","Western Albemarle","112.01","Average","Central Air",26,"Yes"
604700,3734,0.489,4,3,1830,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",195,"Yes"
473500,1798,2.424,3,3,1981,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",44,"Yes"
932000,2148,0.127,4,3,2023,"Mountain View","Walton","Monticello","113.03","Average","Central Air",2,"Yes"
475100,1707,0.191,3,2,2004,"Mountain View","Burley","Monticello","112.02","Average","Central Air",21,"No"
360300,1925,0.421,2,1,1940,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",85,"Yes"
295500,1192,0.2603,3,2,1991,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",34,"Yes"
222200,932,2,2,1,1975,"Scottsville","Walton","Monticello","113.01","Average","Central Air",50,"No"
159500,1990,0.119,3,2,2024,"Mountain View","Walton","Monticello","113.03","Average","Central Air",1,"No"
320500,1425,0.163,3,2,2000,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",25,"No"
241900,1176,0.294,3,2,1993,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",32,"No"
549300,1980,0.292,3,2,1998,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",27,"Yes"
1401100,4468,1.38,6,5,2020,"Mountain View","Walton","Monticello","112.02","Average","Central Air",5,"Yes"
1366500,4450,4.76,5,3,1988,"Greer","Journey","Albemarle","110","Average","Central Air",37,"Yes"
368600,2425,2.021,4,2,1974,"Stone-Robinson","Burley","Monticello","104.01","Average","No Central Air",51,"Yes"
190400,960,2,3,1,1984,"Red Hill","Walton","Monticello","114","Average","No Central Air",41,"Yes"
373900,1528,3.93,2,1,1970,"Ivy","Henley","Western Albemarle","101","Average","Central Air",55,"No"
335800,1422,0,3,2,1991,"Agnor","Burley","Albemarle","106.02","Average","Central Air",34,"Yes"
1095900,4316,21,4,3,2013,"Scottsville","Walton","Monticello","113.01","Average","Central Air",12,"Yes"
440500,1899,1.078,3,2,1990,"Greer","Journey","Albemarle","108.02","Average","Central Air",35,"Yes"
321300,1242,3.007,4,2,1978,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",47,"Yes"
408400,1919,0.216,4,2,1990,"Mountain View","Burley","Monticello","113.03","Average","Central Air",35,"Yes"
175600,1032,0.7,2,1,1958,"Scottsville","Walton","Monticello","114","Average","No Central Air",67,"No"
560200,2379,0.277,6,4,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",34,"Yes"
381000,2174,0.0376,3,2,2019,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",6,"No"
519300,2346,0.302,3,2,1994,"Mountain View","Walton","Monticello","113.01","Average","Central Air",31,"Yes"
449900,1812,0.065,3,3,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
476700,2118,0.127,3,3,2009,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",16,"Yes"
1148000,3594,0.231,4,5,2014,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",11,"Yes"
1222500,2566,0.717,4,3,1999,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",26,"Yes"
244800,880,0,2,1,1984,"Agnor","Burley","Albemarle","106.02","Average","Central Air",41,"Yes"
321100,1386,0,3,2,1968,"Greer","Journey","Albemarle","108.02","Average","Central Air",57,"Yes"
658900,2564,0.116,4,2,2018,"Agnor","Burley","Albemarle","106.02","Average","Central Air",7,"Yes"
378500,2068,0.045,4,3,2023,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",2,"No"
285000,1234,0.049,2,2,1989,"Mountain View","Walton","Monticello","113.03","Average","Central Air",36,"Yes"
571300,2112,0.184,3,3,2014,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",11,"Yes"
250200,1008,0,3,1,1974,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",51,"No"
381700,1235,0.289,3,2,1992,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",33,"Yes"
1142800,3342,1.036,4,3,2020,"Mountain View","Walton","Monticello","112.02","Average","Central Air",5,"No"
690900,3407,1.447,4,4,2000,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",25,"Yes"
707800,2424,0.469,5,3,2020,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",5,"Yes"
912500,3689,0.542,4,4,1996,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",29,"Yes"
714100,2456,0.22,3,2,2003,"Agnor","Burley","Albemarle","106.02","Average","Central Air",22,"Yes"
814400,3366,0.4,5,4,2000,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",25,"Yes"
337400,1475,0.25,3,1,1956,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",69,"Yes"
339800,1402,0.047,3,2,2007,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",18,"No"
